image_name,exercise_name,knee_position,knee_correctness,hip_position,hip_correctness,difficulty,LKnee_angle,RKnee_angle,LHip_angle,RHip_angle,0x,0y,0z,0v,1x,1y,1z,1v,2x,2y,2z,2v,3x,3y,3z,3v,4x,4y,4z,4v,5x,5y,5z,5v,6x,6y,6z,6v,7x,7y,7z,7v,8x,8y,8z,8v,9x,9y,9z,9v,10x,10y,10z,10v,11x,11y,11z,11v,12x,12y,12z,12v,13x,13y,13z,13v,14x,14y,14z,14v,15x,15y,15z,15v,16x,16y,16z,16v,17x,17y,17z,17v,18x,18y,18z,18v,19x,19y,19z,19v,20x,20y,20z,20v,21x,21y,21z,21v,22x,22y,22z,22v,23x,23y,23z,23v,24x,24y,24z,24v,25x,25y,25z,25v,26x,26y,26z,26v,27x,27y,27z,27v,28x,28y,28z,28v,29x,29y,29z,29v,30x,30y,30z,30v,31x,31y,31z,31v,32x,32y,32z,32v
squat_10.jpg,squat,up,correct,down,incorrect,partial,175.8719823,160.3777045,0.767998037,2.92565635,0.446648628,0.619893134,0.105629817,0.995956004,0.441608071,0.638519943,0.06776116,0.995184124,0.445349157,0.640879929,0.067846388,0.994958103,0.457942575,0.627389014,0.067953423,0.994576812,0.428952694,0.630926728,0.083131067,0.996173918,0.426273644,0.629029691,0.083061166,0.996476591,0.421062589,0.626015186,0.082997233,0.996589184,0.46230346,0.633096457,-0.049840312,0.99332583,0.423834175,0.610495448,0.022419453,0.993253529,0.456507921,0.622151077,0.0692624,0.989095747,0.443545818,0.612792373,0.089275658,0.992442489,0.530186176,0.596585989,-0.106661581,0.99760288,0.435979903,0.536757052,0.061752636,0.997435987,0.518620491,0.641572833,-0.073006652,0.336395025,0.450146437,0.56585598,0.137255475,0.089098148,0.490426123,0.690538406,-0.025597867,0.24240765,0.478346765,0.669188201,0.178455234,0.074724123,0.48642382,0.702165008,-0.047824528,0.224617735,0.476883471,0.686156273,0.183092535,0.090042524,0.479531974,0.692207515,-0.04052797,0.223515868,0.489524364,0.693207741,0.150121003,0.08976423,0.478790849,0.687298894,-0.023129089,0.216118842,0.491763324,0.691316664,0.16477783,0.10339576,0.598216534,0.373966753,-0.047262318,0.999505043,0.524677992,0.339249641,0.0469657,0.999672771,0.542485058,0.565487981,-0.023182841,0.189576432,0.443184167,0.548717678,0.020298744,0.265080392,0.468416512,0.765156865,0.050608024,0.333641589,0.437267274,0.755844593,0.06383463,0.459961861,0.45478335,0.789537668,0.055251919,0.358654648,0.442287505,0.784478307,0.066499911,0.527400613,0.442883193,0.824742019,-0.055007488,0.386672139,0.432458997,0.810320258,-0.033491727,0.467721671
squat_1000.jpg,squat,up,correct,up,correct,partial,166.824114,167.847327,178.4646506,172.1436485,0.481512904,0.243815988,-0.095097706,0.995718181,0.480258137,0.231255651,-0.109261259,0.994926751,0.477093905,0.230873555,-0.109258629,0.994660258,0.474989474,0.23014167,-0.10924352,0.994370878,0.485646248,0.23572877,-0.118438393,0.995801032,0.487765819,0.237019062,-0.11847496,0.996046245,0.489840001,0.238142103,-0.118497401,0.996067286,0.465186119,0.242053807,-0.127441242,0.993062854,0.49154374,0.251054227,-0.169464141,0.99282968,0.478018045,0.256923079,-0.095192127,0.989533961,0.483290195,0.261465341,-0.10717617,0.992509246,0.426581174,0.322598338,-0.073609054,0.997166395,0.498690099,0.362161756,-0.190174371,0.997385323,0.410763532,0.316274524,0.056483187,0.318414688,0.508151233,0.410487711,-0.081397057,0.148729816,0.440910071,0.301983029,0.197880879,0.223759115,0.50085485,0.389304787,0.126745209,0.07938616,0.442338556,0.293263435,0.210348964,0.209533766,0.499403626,0.385284334,0.140319273,0.094198667,0.447725892,0.298805147,0.20175077,0.209012046,0.493319184,0.377175719,0.131837845,0.093706295,0.449212253,0.308025628,0.197265029,0.202744588,0.490565538,0.382615238,0.128543839,0.106171079,0.461258352,0.604690731,0.067437656,0.999361932,0.480569065,0.62371254,-0.06765639,0.999631405,0.484001368,0.756081998,0.229158908,0.195175275,0.491238505,0.780497432,0.066367231,0.335270047,0.472746283,0.894986451,0.378200471,0.364598602,0.467395574,0.944745183,0.177717566,0.512272418,0.460734874,0.91700691,0.393837452,0.392665744,0.455363303,0.967075527,0.189893961,0.57010442,0.510472536,0.916629076,0.401314527,0.419874519,0.514852524,0.956977308,0.169842303,0.516215384
squat_1001.jpg,squat,up,correct,up,correct,partial,144.9511405,105.6223309,152.6642338,108.7281978,0.328369766,0.256079584,-0.255170017,0.995927453,0.338604808,0.235144064,-0.270401925,0.995297253,0.34215492,0.234584033,-0.270399034,0.995090663,0.345921755,0.234225616,-0.270534307,0.994811356,0.333611757,0.234857604,-0.228810206,0.995949388,0.333718687,0.233955964,-0.228836238,0.996196151,0.333919346,0.233298481,-0.228795081,0.996225119,0.370373815,0.237235606,-0.272437572,0.993685365,0.357543349,0.238384917,-0.090612918,0.993479133,0.339194447,0.276123703,-0.252447069,0.990553856,0.333078265,0.276561648,-0.19630672,0.993163943,0.456970334,0.311404377,-0.224378407,0.997443616,0.370762914,0.321057618,0.020804739,0.997603416,0.529676318,0.388378829,-0.476747096,0.383216619,0.344674081,0.341051221,0.253977269,0.192095056,0.503669679,0.334032565,-0.713759661,0.276395768,0.326165706,0.313569546,0.405572295,0.125184968,0.500989795,0.319602549,-0.762863219,0.253006041,0.317448318,0.301781952,0.427401423,0.127437234,0.498585641,0.315074801,-0.752479076,0.249731094,0.323329896,0.30152756,0.41387555,0.125721231,0.493404537,0.323204845,-0.715973437,0.228654072,0.327619642,0.305170059,0.402591974,0.136867404,0.495969474,0.554941833,-0.083832726,0.999422252,0.425417066,0.557409286,0.084278055,0.999657094,0.455650747,0.677299201,-0.525186419,0.275525689,0.337460726,0.611835063,-0.164371043,0.399261951,0.507733643,0.849686742,-0.376274019,0.427929401,0.385879457,0.779298961,0.070148312,0.559023321,0.514481008,0.876819313,-0.366472512,0.451683134,0.40430522,0.80445528,0.086038932,0.610541284,0.475001663,0.947610378,-0.544100523,0.477468491,0.331087857,0.830527902,-0.028476818,0.562656164
squat_1002.jpg,squat,down,incorrect,up,correct,partial,83.66770661,68.66341523,83.07832179,87.70812341,0.449327409,0.243498787,-0.319765121,0.996028006,0.48819527,0.222885802,-0.377136678,0.995456457,0.498593777,0.222174838,-0.377254933,0.995297968,0.507578731,0.221500307,-0.377279013,0.995103478,0.475096107,0.222844556,-0.284576595,0.995966673,0.476097018,0.222228482,-0.284697771,0.996205151,0.477593124,0.221460417,-0.284708172,0.996344864,0.555910707,0.224492267,-0.503065765,0.993739486,0.533192098,0.222106099,-0.088098258,0.993665576,0.474514991,0.261179596,-0.359036952,0.991008282,0.45865193,0.260195374,-0.237400204,0.992822051,0.603380919,0.307135582,-0.720391631,0.997606516,0.594141841,0.300043613,0.212739214,0.997495234,0.376658499,0.387853533,-0.887745202,0.439464808,0.358295768,0.372138113,0.293893605,0.187367022,0.182527751,0.438547313,-0.805519462,0.338220686,0.225710288,0.421710521,0.111323617,0.127872199,0.145164713,0.443340451,-0.919819713,0.315603077,0.17202808,0.425878674,0.1126846,0.131678998,0.135277256,0.435384154,-0.857371628,0.31201908,0.155283928,0.42609477,0.022722607,0.13075161,0.152177796,0.434570134,-0.783640981,0.286510915,0.170455992,0.429119289,0.064788476,0.143822521,0.735615492,0.534179866,-0.295399308,0.999403834,0.690733969,0.525278509,0.295547843,0.999476552,0.486926466,0.641259611,-0.384944528,0.342966825,0.440837324,0.62080586,0.504616857,0.392177433,0.591495514,0.825125992,-0.186424434,0.483588696,0.5726192,0.765851736,0.926303089,0.56688863,0.628620684,0.853795707,-0.16848883,0.504215062,0.607050598,0.798264027,0.967926085,0.626380563,0.450954586,0.875964224,-0.261265755,0.527521133,0.243299022,0.819195211,0.981984019,0.584607363
squat_1003.jpg,squat,down,incorrect,up,correct,partial,76.99048834,78.74212895,66.29107287,68.53141146,0.380530983,0.329177022,-0.162962765,0.996422946,0.392582983,0.31546399,-0.217240885,0.995909333,0.396890581,0.315305799,-0.217089951,0.995767057,0.401489705,0.315117806,-0.217162982,0.995592117,0.388416141,0.314402521,-0.136719361,0.996367872,0.389528304,0.313536406,-0.136792406,0.99658227,0.390894413,0.312465936,-0.136730984,0.996708155,0.43987304,0.321558386,-0.331246853,0.994363427,0.425037563,0.317497224,0.023275744,0.994296134,0.393835336,0.346155375,-0.202079177,0.991903484,0.388074547,0.344876468,-0.099741191,0.993531823,0.49627769,0.414740413,-0.522339106,0.997834682,0.482608855,0.407141864,0.357239068,0.997660875,0.313878179,0.49106589,-0.425599247,0.493835539,0.317556173,0.478498012,0.351363689,0.224507257,0.275441587,0.399410099,0.015893001,0.400332808,0.272023141,0.388308316,0.227192298,0.155435875,0.262162149,0.376858234,-0.006224862,0.37801531,0.259543478,0.367734581,0.253317803,0.154192597,0.279428393,0.369231671,-0.031095527,0.374545395,0.274553627,0.360280782,0.138228968,0.151451588,0.291194826,0.37747398,0.016715912,0.349912852,0.284591943,0.366964996,0.154095098,0.162950456,0.693591237,0.6188609,-0.284152716,0.99944371,0.671421707,0.608115256,0.284518898,0.99950403,0.430197477,0.716395795,-0.780955791,0.407706171,0.435754567,0.702110589,0.322357118,0.409727633,0.552863717,0.902930498,-0.373261034,0.534515679,0.542464077,0.86641407,0.51355195,0.577861786,0.588435531,0.933144271,-0.366658896,0.552965581,0.578592896,0.90108186,0.530392408,0.642154932,0.437878251,0.937144995,-0.430439979,0.573753536,0.438038558,0.900809765,0.529402375,0.602577806
squat_1004.jpg,squat,down,incorrect,down,incorrect,partial,44.85314187,40.59445994,41.72001755,35.89193259,0.482162118,0.219190314,-0.192254797,0.996674836,0.483062327,0.196943685,-0.206077591,0.996240377,0.488855451,0.197581962,-0.206081584,0.996129632,0.495087832,0.198238373,-0.20614551,0.995973229,0.468309671,0.190180674,-0.173312068,0.996591449,0.463922948,0.186349332,-0.173325107,0.99677068,0.459549367,0.182457253,-0.173302352,0.996869504,0.519395947,0.203236416,-0.208076894,0.994832397,0.476689011,0.189291924,-0.065074503,0.994654775,0.506178319,0.23917307,-0.191550463,0.992571712,0.487227768,0.231604725,-0.149848297,0.993962824,0.612049699,0.310944676,-0.315135926,0.997914732,0.519912422,0.26035127,0.101247385,0.996880293,0.559302628,0.46107024,-0.279140234,0.539617002,0.461874008,0.327412158,0.129107744,0.237792805,0.429444313,0.318119437,-0.062821567,0.446507514,0.385109842,0.229448587,0.008913773,0.180303916,0.349641621,0.285792649,-0.083260849,0.423402369,0.367831916,0.200275615,0.00281764,0.179508373,0.317064822,0.272954553,-0.099080272,0.420709312,0.364607483,0.188481241,-0.028388474,0.179028347,0.399987638,0.282846779,-0.06474755,0.39716959,0.377782583,0.201732442,0.000823366,0.1909789,0.846070588,0.577121317,-0.135784999,0.997546077,0.779104948,0.547569692,0.136390924,0.996586621,0.619730413,0.549497664,-0.358087122,0.46378684,0.562455595,0.501344562,0.137373924,0.433660418,0.813363016,0.795661449,-0.278237194,0.569960296,0.696565926,0.67699939,0.102784798,0.57455796,0.869710445,0.84428525,-0.27331847,0.579679787,0.764362752,0.72644186,0.100088134,0.650150359,0.74723649,0.826686323,-0.29093197,0.60013175,0.660908103,0.740471542,0.141980186,0.60412699
squat_1005.jpg,squat,down,incorrect,down,incorrect,partial,0.309630075,7.290823137,22.865527,7.384352157,0.306550533,0.60934639,0.2475968,0.949894905,0.301027447,0.597342134,0.237640709,0.944201708,0.304664671,0.596566319,0.237444267,0.952045202,0.308536977,0.595918298,0.237337604,0.942529678,0.291370481,0.593578637,0.261369854,0.939265788,0.288253903,0.590539336,0.26133576,0.948073149,0.285125673,0.587391913,0.260492355,0.938865423,0.320085645,0.576585531,0.180723697,0.952537596,0.285428673,0.567865729,0.279700667,0.935478508,0.324928761,0.607293963,0.217524007,0.957518518,0.315549701,0.602277637,0.245867953,0.955601811,0.421898037,0.518609047,0.090787828,0.997199714,0.284132838,0.567745745,0.169388294,0.996768653,0.554768622,0.534465015,0.027010821,0.517341673,0.353534102,0.569626033,0.089867525,0.235230848,0.601646543,0.541882157,-0.018047079,0.457587063,0.362212956,0.599580705,-0.023389885,0.185883522,0.66872263,0.550454855,-0.025390675,0.442777723,0.36997667,0.615355313,-0.011426082,0.192314118,0.654383957,0.543919146,-0.03102847,0.443726212,0.360468507,0.609526396,-0.043961946,0.194069088,0.635799766,0.547128201,-0.021220669,0.424304247,0.363687873,0.602288127,-0.029946331,0.207706779,0.574546874,0.666526496,-0.007090431,0.997739732,0.523966789,0.712851584,0.006214539,0.996875346,0.488936007,0.465194911,-0.084259421,0.499823272,0.402856857,0.616311252,-0.097006589,0.484902382,0.566755712,0.650985718,-0.275199622,0.588154793,0.530390382,0.693757057,-0.290356845,0.607618868,0.583783805,0.679703236,-0.296438336,0.605394363,0.551395357,0.70433253,-0.306669056,0.678462386,0.592672288,0.706775129,-0.356420457,0.610363841,0.583991706,0.710756779,-0.368044525,0.623370349
squat_1006.jpg,squat,down,incorrect,up,correct,partial,146.9935328,117.1810964,153.2952451,177.6718686,0.450487047,0.389433652,-0.266640961,0.946421921,0.440197945,0.461109698,-0.276694477,0.941024661,0.443859398,0.432133734,-0.276828229,0.949460268,0.447674841,0.397241086,-0.277236372,0.938089192,0.429133713,0.51578331,-0.27119866,0.935083091,0.423833191,0.533028007,-0.271152526,0.94392848,0.418525308,0.549313247,-0.271881878,0.932096958,0.451370478,0.359937578,-0.201150984,0.951318145,0.409126133,0.547577977,-0.1831045,0.933263481,0.466674387,0.494270861,-0.232473016,0.956413686,0.452219337,0.40936166,-0.22555542,0.95460397,0.514471889,0.459190428,-0.124989703,0.997165799,0.383648545,0.649614453,-0.105529353,0.996571183,0.544917881,0.455832154,0.068182692,0.5490762,0.387114674,0.855565727,-0.135965019,0.298220962,0.565559924,0.516670704,0.125960439,0.503280818,0.384045839,0.911066175,-0.24015899,0.261683434,0.574202001,0.548752308,0.104688108,0.48669073,0.374599755,0.929717183,-0.26927489,0.26527673,0.547654986,0.540336907,0.088639244,0.488407642,0.354123056,0.916526318,-0.267428458,0.267369092,0.542331338,0.539681375,0.118919507,0.470168829,0.366787702,0.900851071,-0.246923968,0.279549122,0.644375026,0.691556573,0.021940146,0.997370481,0.571198821,0.865691483,-0.02194028,0.996632576,0.692177713,0.723906934,0.468349755,0.506878555,0.615851521,0.913099945,0.402291864,0.502407014,0.739843488,0.836717725,0.834983349,0.564021885,0.698553443,0.889222503,0.748051763,0.602482855,0.738181174,0.857366264,0.87177074,0.591559112,0.709294856,0.874001324,0.789598644,0.675396204,0.789939165,0.912799001,0.839746952,0.583306909,0.739160657,0.988164425,0.747201085,0.609482169
squat_1007.jpg,squat,down,incorrect,down,incorrect,partial,26.88850663,37.37666682,19.30465464,155.3569236,0.535189867,0.363914371,-0.779672086,0.947691083,0.546199083,0.362471998,-0.802625,0.944650412,0.549722135,0.360621274,-0.802402794,0.952399731,0.553509593,0.358657032,-0.802485049,0.942427397,0.542970061,0.368333995,-0.828884006,0.939137697,0.543791294,0.370834559,-0.829229116,0.947331369,0.544728935,0.37305668,-0.829671979,0.93628782,0.55540961,0.350770175,-0.742524743,0.954294801,0.535904944,0.369599104,-0.844943941,0.937424242,0.50992775,0.372435033,-0.735606492,0.959010839,0.501564264,0.361251265,-0.765800774,0.957295537,0.455536038,0.341220379,-0.636107028,0.996921599,0.359151721,0.413639516,-0.608498394,0.995877028,0.563558161,0.46819371,-0.514941096,0.505152404,0.403283894,0.54193604,-0.610629141,0.289506286,0.761446357,0.669319391,-0.538894832,0.484891206,0.450813621,0.589684308,-0.665020347,0.288953334,0.848526835,0.700495183,-0.614806712,0.472771496,0.454574734,0.604750872,-0.697130263,0.29465422,0.820801437,0.725304425,-0.623775661,0.478080571,0.457641155,0.59833312,-0.731452107,0.298948109,0.776734412,0.712102711,-0.539963186,0.464510828,0.459462553,0.595251143,-0.681409419,0.309782565,0.406406462,0.383768111,0.011883129,0.997629225,0.307474822,0.440198511,-0.011504044,0.9969666,0.449745178,0.308099866,-0.618972957,0.532085896,0.120690718,0.448541552,-0.560050666,0.52779758,0.433027893,0.636599004,-0.420132428,0.572012842,0.394120812,0.638715982,-0.454412937,0.608413219,0.414902776,0.663581073,-0.392077267,0.586228549,0.429849654,0.657622397,-0.438768834,0.673027277,0.399551392,0.710162699,-0.588278949,0.606238425,0.43474108,0.717962861,-0.619784594,0.628011525
squat_1009.jpg,squat,up,correct,up,correct,partial,102.5086131,100.5192116,107.8279023,105.5854735,0.507015467,0.263203949,-0.018329252,0.952917874,0.513611197,0.243488312,-0.038826831,0.950181961,0.515604496,0.243563235,-0.038797356,0.957156479,0.517915428,0.243568361,-0.038798504,0.948181927,0.511894107,0.241593674,-0.000343136,0.945218265,0.512589514,0.240328372,-0.00041355,0.952593029,0.51346916,0.23927784,-0.000409754,0.942654908,0.533797443,0.250062764,-0.088988185,0.958861411,0.528239071,0.246276021,0.080362186,0.943679154,0.514833689,0.281091869,-0.035947599,0.963106036,0.512071311,0.280320615,0.013352515,0.961556256,0.579129338,0.344460905,-0.183288902,0.997227609,0.528191686,0.345474482,0.185038134,0.996261537,0.64208281,0.407238066,-0.298691183,0.553474724,0.442977905,0.357213825,0.282021195,0.354127437,0.64525187,0.513186634,-0.39956364,0.534719646,0.370037973,0.340897888,0.306326181,0.355550379,0.646418571,0.539316118,-0.44047001,0.522122681,0.34971118,0.344974846,0.318313003,0.355772674,0.635700643,0.533169448,-0.445510775,0.526990354,0.349779963,0.343137503,0.292324424,0.36033237,0.634842515,0.524474621,-0.402884394,0.513213277,0.357228458,0.342782795,0.292388648,0.370652318,0.666691005,0.576091051,-0.136892065,0.997817695,0.63329041,0.56509155,0.136990577,0.997217715,0.541887999,0.675490797,-0.183003947,0.576612532,0.531426907,0.654138029,0.137707368,0.537674904,0.624492049,0.844651341,-0.109096579,0.611874342,0.613813579,0.79322505,0.216157094,0.605775297,0.650004566,0.879902482,-0.099029928,0.624441624,0.641138911,0.811438203,0.222094223,0.676625788,0.564866304,0.895232677,-0.111065805,0.640818477,0.56896013,0.846221983,0.222990081,0.632650137
